actor_id,name,birth_year,death_year,primary_profession,known_for_titles
nm0001673,Jason Robards,1922,2000,"actor,soundtrack,archive_footage","tt0074119,tt0175880,tt0064116,tt0098067"
nm0430151,Richard Jordan,1937,1993,"actor,producer,script_department","tt0099810,tt0074812,tt0087182,tt0107007"
nm0782978,David Selby,1941,\N,"actor,assistant_director,soundtrack","tt0081858,tt1285016,tt0116000,tt0059978"
nm0000271,Anne Archer,1947,\N,"actress,producer,writer","tt0093010,tt0108122,tt0105112,tt0160009"
nm0116066,Bo Brundin,1937,2022,actor,"tt0074074,tt0083488,tt0073075,tt0111848"
nm0134201,J.D. Cannon,1922,2005,"actor,soundtrack,archive_footage","tt0061512,tt0065317,tt0082250,tt0056757"
nm0058991,Norman Bartold,1928,1994,actor,"tt0070909,tt0075860,tt0071268,tt0070752"
nm0059946,Elya Baskin,1950,\N,"actor,miscellaneous,archive_footage","tt0413300,tt0316654,tt1399103,tt0146309"
nm0000602,Robert Redford,1936,\N,"producer,actor,director","tt0087781,tt0081283,tt0064115,tt0074119"
nm0001433,Yaphet Kotto,1939,2021,"actor,writer,director","tt0078748,tt0095631,tt0070328,tt0106028"
nm0000737,Jane Alexander,1939,\N,"actress,producer,soundtrack","tt0079417,tt0124315,tt0298130,tt0074119"
nm0358069,Murray Hamilton,1923,1986,"actor,archive_footage","tt0073195,tt0061722,tt0077766,tt0052561"
nm0001418,David Keith,1954,\N,"actor,music_department,director","tt0084434,tt0159273,tt0113419,tt0287978"
nm0000151,Morgan Freeman,1937,\N,"actor,producer,director","tt0114369,tt0097239,tt0468569,tt0405159"
nm0164273,Matt Clark,1936,\N,"actor,director,soundtrack","tt0086856,tt0075029,tt0068762,tt0099088"
nm0532838,Tim McIntire,1944,1986,"actor,composer,soundtrack","tt0080474,tt0072730,tt0077158,tt0068762"
nm0911797,Richard Ward,1915,1979,actor,"tt0079367,tt0080474,tt0073349,tt0068168"
nm0887551,Jon Van Ness,1957,\N,"actor,writer,producer","tt0087781,tt0080040,tt0080474"
nm0000152,Richard Gere,1949,\N,"actor,producer,music_department","tt0299658,tt0100405,tt0084434,tt0119395"
nm0001381,Lauren Hutton,1943,\N,"producer,actress,soundtrack","tt0080365,tt0089730,tt0120577,tt0083366"
nm0001185,Hector Elizondo,1936,\N,"actor,director,producer","tt0100405,tt0163187,tt0109254,tt0368933"
nm0887684,Nina van Pallandt,1932,\N,"actress,soundtrack,archive_footage","tt0070334,tt0080365,tt0064757,tt0084749"
nm0004886,Bill Duke,1943,\N,"actor,director,producer","tt0093773,tt0088944,tt0376994,tt0242445"
nm0203617,Brian Davies,1938,\N,"actor,soundtrack","tt0080365,tt0077369,tt0106226,tt0130121"
nm0130282,K Callan,1936,\N,"actress,producer,archive_footage","tt8946378,tt0106057,tt1759761,tt0065916"
nm0829872,Tom Stewart,\N,\N,"actor,director,writer","tt0080365,tt2084993,tt0064639,tt0083470"
nm0139823,Patricia Carr,\N,\N,"producer,production_manager,miscellaneous","tt0120616,tt0076759,tt0078346,tt0080684"
nm0190541,David Cryer,1936,\N,actor,"tt0079116,tt0080365,tt0074074,tt0081290"
nm0538485,Chris Makepeace,1964,\N,"actor,assistant_director,producer","tt0079540,tt0081207,tt0092147,tt0082642"
nm0000284,Adam Baldwin,1962,\N,"actor,soundtrack,archive_footage","tt0379786,tt0116629,tt0093058,tt0187393"
nm0702861,Paul Quandt,1966,\N,actor,tt0081207
nm0757591,Hank Salas,\N,\N,"actor,producer","tt0081207,tt0085450,tt0088495,tt0081871"
nm0000349,Joan Cusack,1962,\N,"actress,writer,soundtrack","tt0119360,tt0119229,tt0096463,tt1659337"
nm0588213,Dean R. Miller,\N,\N,actor,"tt0090060,tt0086765,tt0095897,tt0096606"
nm0721502,Tim Reyna,\N,\N,"actor,miscellaneous","tt0110057,tt0081207"
nm0103379,Richard Bradley,1961,\N,"producer,director,miscellaneous","tt1400819,tt4791314,tt0383766,tt0439923"
nm0059922,Denise Baske,\N,\N,actress,"tt0081207,tt0088405,tt0106067"
nm0828309,Casey Stevens,1954,1994,"actor,archive_footage","tt0081383,tt0077728,tt0083197,tt0072529"
nm0551926,Anne-Marie Martin,1957,\N,"actress,writer,soundtrack","tt0117998,tt0090525,tt0081383,tt0077469"
nm0100949,Antoinette Bower,1932,\N,"actress,archive_footage","tt0068485,tt0081383,tt0061277,tt0098869"
nm0869517,Michael Tough,\N,\N,"location_management,actor,archive_footage","tt0081383,tt0455760,tt0401997,tt0384488"
nm0798887,Robert A. Silverman,1943,\N,"actor,archive_footage","tt0211443,tt0081455,tt0078908,tt0102511"
nm0646964,Pita Oliver,\N,\N,"actress,archive_footage","tt0081383,tt0080656,tt0151070,tt0075438"
nm0610820,David Mucci,\N,\N,"actor,archive_footage","tt0105695,tt0120693,tt0126916,tt0081383"
nm0934637,Jeff Wincott,1956,\N,"actor,producer,director","tt2401256,tt1124373,tt1595859,tt0088582"
nm0000608,Burt Reynolds,1936,2018,"actor,director,producer","tt0118749,tt0076729,tt0082136,tt0117765"
nm0001276,Jackie Gleason,1916,1987,"music_department,actor,writer","tt0054997,tt0076729,tt0042114,tt0081529"
nm0715274,Jerry Reed,1937,2008,"music_artist,actor,music_department","tt0076729,tt0120484,tt0081529,tt0067927"
nm0001123,Dom DeLuise,1933,2009,"actor,director,writer","tt0082136,tt0071230,tt0084649,tt0096787"
nm0000398,Sally Field,1946,\N,"actress,producer,director","tt0109830,tt0443272,tt0098384,tt0076729"
nm0931435,Paul Williams,1943,\N,"actor,director,producer","tt0063401,tt0327490,tt0068455,tt0113827"
nm0566588,Pat McCormick,1927,2005,"writer,actor,miscellaneous","tt0076729,tt0096061,tt0082517,tt0074254"
nm0399663,David Huddleston,1930,2016,"actor,producer,director","tt0118715,tt0071230,tt0395251,tt0095174"
nm0322439,Redmond Gleeson,1935,2020,"actor,miscellaneous","tt0100994,tt0087175,tt0081259,tt0088591"
nm0750916,William Russ,1950,\N,"actor,miscellaneous,director","tt0105958,tt0092484,tt0080569,tt9657076"
nm0130100,Kenny Call,\N,\N,"actor,stunts,miscellaneous","tt0093605,tt0088172,tt0120891,tt0087985"
nm0001698,John Savage,1949,\N,"actor,producer,composer","tt0783640,tt0077416,tt0079261,tt0120863"
nm0852076,Buck Taylor,1938,\N,"actor,art_department,miscellaneous","tt0409847,tt0107007,tt2582782,tt0108358"
nm0175700,Michael Conrad,1925,1983,"actor,archive_footage","tt0081873,tt0071771,tt0065088,tt0071054"
nm0001625,Amanda Plummer,1957,\N,"actress,writer,archive_footage","tt0110912,tt2190165,tt0101889,tt8806524"
nm0000178,Diane Lane,1965,\N,"actress,soundtrack,archive_footage","tt0250797,tt0328589,tt0086066,tt2096673"
nm0000044,Burt Lancaster,1913,1994,"actor,producer,miscellaneous","tt0045793,tt0085859,tt0051036,tt0057091"
nm0000443,Goldie Hawn,1945,\N,"actress,producer,director","tt0081375,tt0093693,tt0116313,tt0104070"
nm0001301,Charles Grodin,1935,2021,"actor,writer,director","tt0095631,tt0074751,tt0068687,tt0081480"
nm0347039,Robert Guillaume,1927,2017,"actor,producer,director","tt0078569,tt0110357,tt0097722,tt0165961"
nm0332390,Harold Gould,1923,2010,"actor,soundtrack,archive_footage","tt0129290,tt0070735,tt0295427,tt0322330"
nm0342732,George Grizzard,1928,2007,"actor,archive_footage","tt0418689,tt0086927,tt0079153,tt0073952"
nm0928648,Yvonne Wilder,1937,2021,"actress,writer,soundtrack","tt0055614,tt0081480,tt0075551,tt0085000"
nm0141953,T.K. Carter,1956,\N,"actor,producer,miscellaneous","tt0084787,tt0421054,tt0089941,tt0081480"
nm0648381,Judd Omen,1940,\N,"actor,archive_footage","tt0089791,tt0087182,tt0087985,tt0082685"
nm0015826,Marc Alaimo,1942,\N,actor,"tt0100802,tt0098439,tt0106145,tt0110622"
nm0107281,Eileen Brennan,1932,2013,"actress,writer,soundtrack","tt0088930,tt0074937,tt0081375,tt0263488"
nm0916433,Robert Webber,\N,\N,"sound_department,actor","tt1591479,tt2369135,tt0411061,tt0120032"
nm0910737,Sam Wanamaker,1919,1993,"actor,director,miscellaneous","tt0094074,tt0091828,tt0077025,tt0059749"
nm0057363,Barbara Barrie,1931,\N,"actress,soundtrack,archive_footage","tt0078902,tt0119282,tt0081375,tt0072472"
nm0005316,Mary Kay Place,1947,\N,"actress,director,writer","tt0120601,tt0074021,tt0172493,tt0085244"
nm0001765,Harry Dean Stanton,1926,2017,"actor,soundtrack,archive_footage","tt5859238,tt0078748,tt0087995,tt0120689"
nm0000983,Albert Brooks,1947,\N,"actor,writer,music_department","tt0780504,tt0092699,tt0101698,tt0089504"
nm0649178,Alan Oppenheimer,1930,\N,"actor,soundtrack,archive_footage","tt0070909,tt0472033,tt0126158,tt3513500"
nm0042976,Julius Averitt,\N,\N,actor,tt0080881
nm0050673,Steve Ballard,\N,\N,"actor,miscellaneous","tt0083006,tt0082083,tt0080881,tt0467468"
nm0075540,Phil Berle,1901,1999,"actor,producer","tt0080881,tt0381290,tt0044296,tt0092322"
nm0082802,Mike Binder,1958,\N,"writer,actor,producer","tt10259078,tt0490204,tt0365885,tt0181689"
nm0107775,Herbert Bress,1919,1986,actor,"tt0068892,tt0078622,tt0057765,tt0074042"
nm0116779,Jerry Brutsche,1939,\N,"stunts,actor,assistant_director","tt0088944,tt0092005,tt0088933,tt0077416"
nm0131436,Joey Camen,1957,\N,"actor,writer,producer","tt0117705,tt1677720,tt2197166,tt1016087"
nm0149940,Al Chalk,\N,\N,actor,"tt0111999,tt0077158,tt0110018,tt0080881"
nm0163847,Dawn Clark,\N,\N,actress,"tt0083131,tt0081859,tt0080881,tt0076125"
nm0001983,Rory Calhoun,1922,1999,"actor,producer,writer","tt0081184,tt0105191,tt0045891,tt0039133"
nm0512912,Paul Linke,1948,\N,"actor,writer,archive_footage","tt0098067,tt0081184,tt0272152,tt0075488"
nm0663878,Nancy Parsons,1942,2001,actress,"tt0084522,tt0086383,tt0081184,tt0098384"
nm0043497,Nina Axelrod,1955,\N,"casting_director,actress,casting_department","tt0081184,tt0087262,tt0090859,tt0120915"
nm0413125,Wolfman Jack,1938,1995,"actor,soundtrack,archive_footage","tt0069704,tt0078239,tt0081184,tt0067736"
nm0431519,Elaine Joyce,1945,\N,"actress,miscellaneous,soundtrack","tt0081184,tt0092112,tt0098749,tt0075529"
nm0193318,Dick Curtis,1902,1952,"actor,archive_footage","tt0265608,tt0034233,tt0032259,tt0033139"
nm0820811,Monique St. Pierre,1953,\N,"actress,miscellaneous","tt0081184,tt0086381,tt11961652,tt0081859"
nm0441423,Rosanne Katon,1952,\N,"actress,stunts,archive_footage","tt0081184,tt0086927,tt0083483,tt0068128"
nm0004871,Neil Diamond,1941,\N,"music_artist,music_department,actor","tt0080948,tt0239948,tt0070248,tt10539608"
nm0000059,Laurence Olivier,1907,1989,"actor,producer,director","tt0069281,tt0077269,tt0032976,tt0074860"
nm0036109,Lucie Arnaz,1951,\N,"actress,producer,miscellaneous","tt0080948,tt0062570,tt0469152,tt4995540"
nm0010818,Catlin Adams,1950,\N,"actress,director,producer","tt0079367,tt1496025,tt0202179,tt1657507"
nm0014977,Franklyn Ajaye,1949,\N,"actor,writer,producer","tt0096734,tt0081562,tt1478338,tt0077369"
nm0629417,Paul Nicholas,1944,\N,"actor,music_department,miscellaneous","tt0073298,tt0085040,tt0073812,tt0078239"
nm0101604,Sully Boyar,1923,2001,actor,"tt0072890,tt0104503,tt0074281,tt0089841"
nm0446037,Mike Kellin,1922,1983,"actor,archive_footage","tt0077928,tt0086320,tt0062755,tt0080948"
nm0095718,James Booth,1927,2005,"actor,writer,soundtrack","tt0058777,tt0101326,tt0075648,tt0089835"
nm0000651,Sissy Spacek,1949,\N,"actress,art_department,director","tt0247425,tt0074285,tt0080549,tt1454029"
nm0000169,Tommy Lee Jones,1946,\N,"actor,director,writer","tt0106977,tt0477348,tt2398231,tt0443272"
nm0375629,Levon Helm,1940,2012,"music_artist,actor,music_department","tt0822854,tt0086197,tt0419294,tt0910905"
nm0101992,Phyllis Boyens,1947,2009,"actress,soundtrack,archive_footage","tt0080549,tt0104377,tt0087160,tt0074605"
nm0026286,Bill Anderson Jr.,\N,\N,actor,tt0080549
nm0225417,Foister Dickerson,\N,\N,actor,tt0080549
nm0566685,Malla McCown,\N,\N,actress,tt0080549
nm0566687,Pamela McCown,\N,\N,actress,tt0080549
nm0759467,Kevin Salvilla,\N,\N,actor,tt0080549
nm0761836,William Sanderson,1944,\N,"actor,archive_footage","tt0083658,tt0116830,tt0348914,tt0844441"
nm0000012,Bette Davis,1908,1989,"actress,make_up_department,producer","tt0042192,tt0056687,tt0031210,tt0035140"
nm0000468,Lynn-Holly Johnson,1958,\N,"actress,director,archive_footage","tt0082398,tt0081738,tt0077716,tt0088395"
nm0724201,Kyle Richards,\N,\N,"sound_department,composer,music_department","tt7651352,tt7657556,tt13119450,tt6795336"
nm0004647,Carroll Baker,1931,\N,"actress,archive_footage","tt0048973,tt0099938,tt0049261,tt0051411"
nm0564724,David McCallum,1933,2023,"actor,soundtrack,archive_footage","tt0057115,tt0057765,tt3139072,tt0078682"
nm0852028,Benedict Taylor,1960,\N,"actor,archive_footage","tt0465551,tt0120915,tt0084984,tt0086746"
nm0191311,Frances Cuka,1936,2020,actress,"tt0380599,tt0066344,tt0324133,tt0254768"
nm0664390,Richard Pasco,1926,2014,"actor,archive_footage","tt0119280,tt0081738,tt0163463,tt0240301"
nm0000846,Ian Bannen,1928,1999,"actor,soundtrack,archive_footage","tt0166396,tt0112573,tt0093209,tt0059183"
nm0506496,Katharine Levy,1961,\N,actress,"tt0081738,tt0424671,tt0081963,tt0210636"
nm0940919,Edward Woodward,1930,2009,"actor,producer,soundtrack","tt0070917,tt0088513,tt0425112,tt0080310"
nm0860233,Jack Thompson,1940,\N,"actor,producer,miscellaneous","tt0080310,tt0119668,tt0121765,tt0364961"
nm0000691,John Waters,1946,\N,"actor,writer,director","tt0126604,tt0069089,tt0095270,tt0387575"
nm0000986,Bryan Brown,1947,\N,"actor,producer,writer","tt0094889,tt0080310,tt0145547,tt2404233"
nm0863968,Charles 'Bud' Tingwell,1923,2009,"actor,director,producer","tt0080310,tt0055205,tt0277941,tt0057334"
nm0233065,Terence Donovan,1942,\N,"actor,writer,soundtrack","tt0064238,tt0108709,tt0084296,tt0092858"
nm0050482,Vincent Ball,1923,\N,"actor,archive_footage","tt0065207,tt0110598,tt0049871,tt0050904"
nm0575114,Ray Meagher,1944,\N,"actor,archive_footage","tt0094481,tt0080310,tt0090439,tt0092830"
nm0371824,Chris Haywood,1948,\N,"actor,camera_department,production_manager","tt1588398,tt0110598,tt0102744,tt0119467"
nm0452352,Russell Kiefel,1951,2016,"actor,writer","tt2452200,tt0088580,tt0108709,tt0238546"
nm0000564,Peter O'Toole,1932,2013,"actor,producer,director","tt0056172,tt0063227,tt0332452,tt0081568"
nm0706883,Steve Railsback,1945,\N,"actor,producer,director","tt0089489,tt0081568,tt0230169,tt0115624"
nm0001347,Barbara Hershey,1948,\N,"actress,soundtrack,archive_footage","tt0947798,tt0091167,tt0106856,tt1591095"
nm0307255,Allen Garfield,1939,2020,"actor,writer,soundtrack","tt0092644,tt0071360,tt0073440,tt0268995"
nm0733678,Alex Rocco,1936,2015,"actor,archive_footage","tt0068646,tt0209475,tt0419749,tt0475394"
nm0268331,Sharon Farrell,1940,2023,"actress,soundtrack,archive_footage","tt0092718,tt0087799,tt0085862,tt0071675"
nm0730126,Adam Roarke,1937,1996,"actor,director,archive_footage","tt0061619,tt0071424,tt0068615,tt0061758"
nm0116575,Philip Bruns,1931,2012,"actor,archive_footage","tt0085549,tt0095990,tt0066193,tt0081568"
nm0047094,Charles Bail,1935,2020,"actor,director,stunts","tt0081568,tt0117761,tt0074597,tt0090836"
nm0217953,John Garwood,1927,2020,"actor,producer,director","tt0185248,tt0083437,tt0098601,tt0085121"
nm0001967,Peter Boyle,1935,2006,"actor,soundtrack,archive_footage","tt0115167,tt0095963,tt0075314,tt0072431"
nm0456124,Bruno Kirby,1949,2006,"actor,director,soundtrack","tt0101587,tt0098635,tt0093105,tt0112461"
nm0041281,Rene Auberjonois,1940,2019,"actor,director,soundtrack","tt0106145,tt0066026,tt0402711,tt0187393"
nm0035866,R.G. Armstrong,1917,2012,"actor,soundtrack,archive_footage","tt0093773,tt0099422,tt0061619,tt0087050"
nm0325761,Danny Goldman,1939,2020,"actor,casting_director,casting_department","tt0072431,tt0066026,tt0081933,tt0192884"
nm0133310,Rafael Campos,1936,1985,"actor,archive_footage","tt0060074,tt0051074,tt0076993,tt0051312"
nm0294600,Leonard Frey,1938,1988,"actor,soundtrack,archive_footage","tt0067093,tt0065488,tt0085059,tt0064622"
nm0301334,Leonard Gaines,1922,2007,"actor,producer,archive_footage","tt0086856,tt0100029,tt0105323,tt0076451"
nm0422221,Otis Day,1951,\N,"actor,soundtrack,archive_footage","tt0077975,tt0074281,tt0072844,tt0076674"
nm0356017,Rebecca Hall,1982,\N,"actress,producer,director","tt0497465,tt0840361,tt0482571,tt4666726"
nm0922035,Dominic West,1969,\N,"actor,producer,director","tt0306414,tt0299658,tt0356618,tt0416449"
nm0001767,Imelda Staunton,1956,\N,"actress,soundtrack,archive_footage","tt0383694,tt0373889,tt3169706,tt0138097"
nm3652842,Isaac Hempstead Wright,1999,\N,"actor,soundtrack,archive_footage","tt0787474,tt0944947,tt1687901,tt9664108"
nm0233215,Shaun Dooley,1974,\N,"actor,executive,soundtrack","tt1490726,tt17351924,tt1687901,tt1596365"
nm1152798,Joseph Mawle,1974,\N,"actor,archive_footage","tt0944947,tt1127876,tt1390411,tt2183641"
nm0448712,Diana Kent,\N,\N,actress,"tt0110005,tt0455538,tt2527338,tt1563738"
nm0243983,Richard Durden,1944,\N,actor,"tt1179034,tt0366627,tt2527338,tt0096895"
nm0795344,John Shrapnel,1942,2020,"actor,archive_footage","tt0125439,tt0332452,tt0790686,tt0115433"
nm0531229,Cal MacAninch,1963,\N,"actor,writer,archive_footage","tt1606375,tt6218358,tt2310212,tt3508050"
nm0001507,Cheech Marin,1946,\N,"actor,writer,producer","tt0092690,tt0117918,tt0078446,tt0116367"
nm0001045,Tommy Chong,1938,\N,"actor,writer,producer","tt0078446,tt2948356,tt0080520,tt0086366"
nm0346186,Evelyn Guerrero,1949,\N,"actress,producer,miscellaneous","tt0106469,tt0092455,tt0110657,tt0082163"
nm0447926,Betty Kennedy,\N,\N,"actress,miscellaneous,soundtrack","tt0083470,tt0080520,tt0071042,tt0093033"
nm0469680,Sy Kramer,1933,1992,actor,"tt0073972,tt0069599,tt0069620,tt0073345"
nm0547499,Rikki Marin,\N,\N,"actress,producer,writer","tt0087042,tt0077597,tt0084788,tt0080520"
nm0111325,Peter Bromilow,1933,1994,"actor,soundtrack,archive_footage","tt0100935,tt0095687,tt0102803,tt0102034"
nm0307063,Paul 'Mousie' Garner,1909,2004,"actor,soundtrack,archive_footage","tt0392878,tt0110939,tt0088478,tt0058805"
nm6512202,Jonathan T. Moore,\N,\N,actor,tt0080520
nm0000191,Ewan McGregor,1971,\N,"actor,producer,writer","tt0203009,tt0117951,tt1322269,tt2763304"
nm0424060,Scarlett Johansson,1984,\N,"actress,producer,director","tt1798709,tt0335266,tt0848228,tt0162346"
nm0005023,Djimon Hounsou,1964,\N,"actor,producer,director","tt0450259,tt2015381,tt0298845,tt0118607"
nm0000293,Sean Bean,1959,\N,"actor,producer,animation_department","tt0120737,tt0944947,tt1181791,tt0167261"
nm0000114,Steve Buscemi,1957,\N,"actor,director,producer","tt0116282,tt0162346,tt0105236,tt4686844"
nm0003817,Michael Clarke Duncan,1957,2012,"actor,producer,soundtrack","tt0120689,tt0401792,tt0120591,tt0190138"
nm0680392,Ethan Phillips,1955,\N,"actor,writer,soundtrack","tt2042568,tt3715320,tt0399201,tt0112178"
nm0522429,Suzanna Love,1950,\N,"actress,writer,producer","tt0079261,tt0080464,tt0082841,tt0083690"
nm0416893,Ron James,\N,\N,"writer,actor,producer","tt0114694,tt0106827,tt0112818,tt0326258"
nm0001017,John Carradine,1906,1988,"actor,soundtrack,archive_footage","tt0032551,tt0031971,tt0082533,tt0049833"
nm0522392,Nicholas Love,\N,\N,"actor,archive_footage","tt0100935,tt0094963,tt0098936,tt0104549"
nm0101973,Raymond Boyden,\N,\N,"actor,archive_footage",tt0080464
nm0604650,Felicite Morgan,1926,2002,"actress,archive_footage",tt0080464
nm0713072,Bill Rayburn,\N,\N,"actor,archive_footage","tt0080464,tt0285337"
nm0859169,Llewelyn Thomas,\N,2002,"actor,archive_footage",tt0080464
nm0942478,Jay Wright,\N,\N,"actor,archive_footage","tt0179803,tt0802999,tt0815168,tt0273048"
nm0771276,Natasha Schiano,\N,\N,"actress,archive_footage",tt0080464
nm0010915,Don Adams,1923,2005,"actor,director,writer","tt0058805,tt0081249,tt0141369,tt0066697"
nm0000482,Sylvia Kristel,1952,2012,"actress,director,soundtrack","tt0078740,tt0071464,tt0081249,tt0077497"
nm0281766,Rhonda Fleming,1923,2020,"actress,soundtrack,archive_footage","tt0039689,tt0038109,tt0081249,tt0041259"
nm0253020,Dana Elcar,1927,2005,"actor,director,archive_footage","tt0070735,tt0088559,tt0086837,tt0086873"
nm0002135,Pamela Hensley,1950,\N,"actress,archive_footage","tt0077278,tt0073631,tt0081249,tt0071054"
nm0397109,Andrea Howard,1947,\N,actress,"tt0081249,tt0086107,tt0094072,tt0078382"
nm0516093,Norman Lloyd,1914,2021,"producer,actor,director","tt0097165,tt0035279,tt0106226,tt0047708"
nm0199049,Bill Dana,1924,2017,"actor,writer,producer","tt0081249,tt0056741,tt0224967,tt0058805"
nm0408189,Gary Imhoff,1952,\N,"actor,assistant_director,miscellaneous","tt0111419,tt0120689,tt0094072,tt0081249"
nm0750706,Sarah Rush,1955,\N,"actress,archive_footage","tt0264464,tt0076984,tt0077215,tt0312172"
nm0000063,Anthony Quinn,1915,2001,"actor,producer,director","tt0057831,tt0056172,tt0049456,tt0064952"
nm0001657,Oliver Reed,1938,1999,"actor,soundtrack,archive_footage","tt0172495,tt0063385,tt0078908,tt0080658"
nm0660327,Irene Papas,1929,2022,"actress,director,soundtrack","tt0054953,tt0074896,tt0055950,tt0055375"
nm0885203,Raf Vallone,1916,2002,"actor,archive_footage","tt0064505,tt0099674,tt0056668,tt0076507"
nm0001768,Rod Steiger,1925,2002,"actor,soundtrack,archive_footage","tt0061811,tt0047296,tt0059575,tt0067140"
nm0000024,John Gielgud,1904,2000,"actor,director,writer","tt0082031,tt0071877,tt0045943,tt0117631"
nm0445139,Andrew Keir,1926,1997,"actor,soundtrack,archive_footage","tt0114287,tt0056937,tt0062168,tt0051994"
nm0608311,Gastone Moschin,1929,2017,"actor,miscellaneous,archive_footage","tt0071562,tt0062271,tt0065571,tt0088710"
nm0665981,Stefano Patrizi,1950,\N,"actor,editorial_department,producer","tt0075152,tt0071585,tt0325254,tt0077648"
nm0489947,Adolfo Lastretti,1937,2018,"actor,archive_footage","tt0073051,tt0081059,tt0072196,tt0071267"
nm0000095,Woody Allen,1935,\N,"writer,director,actor","tt0075686,tt0079522,tt0118954,tt0091167"
nm0001648,Charlotte Rampling,1946,\N,"actress,writer,camera_department","tt3544082,tt0324133,tt1527186,tt2094766"
nm0363888,Jessica Harper,1949,\N,"actress,writer,music_department","tt0076786,tt0083067,tt0181689,tt0071994"
nm0056763,Marie-Christine Barrault,1944,\N,"actress,writer,producer","tt0064612,tt0072826,tt0098852,tt0078073"
nm0731634,Tony Roberts,1939,\N,"actor,soundtrack,archive_footage","tt0069097,tt0072251,tt0075686,tt0070666"
nm0827663,Daniel Stern,1957,\N,"actor,director,writer","tt0101587,tt0099785,tt0094582,tt0104431"
nm0942195,Amy Wright,1950,\N,"actress,archive_footage","tt0078767,tt0077416,tt0078902,tt0383028"
nm0359834,Helen Hanft,1934,2013,actress,"tt0082031,tt0079522,tt0095519,tt0093565"
nm0745232,John Rothman,1949,\N,"actor,writer,producer","tt4947608,tt0387514"
nm0211408,Anne DeSalvo,1949,\N,"actress,director,writer","tt0082031,tt0213446,tt0084370,tt0081554"
nm0494432,Paul Le Mat,1945,\N,"actor,cinematographer,producer","tt0069704,tt0081150,tt0079576,tt0098143"
nm0156187,Elizabeth Cheshire,1967,\N,actress,"tt0075648,tt0081290,tt0082243,tt0072571"
nm0005460,Mary Steenburgen,1953,\N,"actress,producer,music_department","tt1204975,tt0838283,tt0099088,tt0080025"
nm0852118,Chip Taylor,1940,\N,"composer,actor,director","tt0093640,tt1431045,tt0160127,tt0116695"
nm0241594,Melvin E. Dummar,1944,2018,actor,"tt0081150,tt1831504,tt0056770,tt1229946"
nm0689488,Michael J. Pollard,1939,2019,"actor,soundtrack,archive_footage","tt0061418,tt0098439,tt0096061,tt0093886"
nm0302113,Denise Galik,1950,\N,actress,"tt0417217,tt0080904,tt0080645,tt0074963"
nm0096908,Gene Borkan,1947,\N,actor,"tt0086960,tt0102266,tt0114369,tt0102926"
nm0123652,Lesley Margret Burton,\N,\N,actress,tt0081150
nm0801163,Ray Simpson,1952,\N,"actor,archive_footage","tt0080492,tt0092400,tt0476104,tt0075529"
nm0388317,David Hodo,1947,\N,"actor,archive_footage","tt0080492,tt0092400,tt0476104,tt0075529"
nm0741377,Felipe Rose,1954,\N,"actor,archive_footage","tt0116130,tt0080492,tt0092400,tt0075529"
nm0429062,Randy Jones,\N,\N,actor,"tt0446010,tt0122113,tt0425190,tt0910586"
nm0400629,Glenn Hughes,1950,2001,"actor,soundtrack,archive_footage","tt0102034,tt0080492,tt0092400,tt0476104"
nm0109298,Alex Briley,1951,\N,"actor,archive_footage","tt0080492,tt0086793,tt0092400,tt0476104"
nm0421063,Caitlyn Jenner,1949,\N,"actress,producer,miscellaneous","tt0080492,tt0810913,tt3138104,tt0081859"
nm0000430,Steve Guttenberg,1958,\N,"actor,producer,director","tt0094137,tt0091949,tt0087928,tt0098966"
nm0761190,Paul Sand,1932,\N,"actor,director,soundtrack","tt0101088,tt0079510,tt0428038,tt0068718"
nm0098734,Sam Bottoms,1955,2008,"actor,producer,soundtrack","tt0075029,tt0078788,tt0329575,tt0067328"
nm0883013,Dan Vadis,1938,1987,"actor,stunts,archive_footage","tt0068699,tt0077523,tt0056997,tt0057629"
nm0669579,Sierra Pecheur,1938,\N,actress,"tt0107302,tt0207201,tt0075612,tt0080472"
nm0055812,Walter Barnes,1918,1998,"actor,miscellaneous,archive_footage","tt0068699,tt0077523,tt0083097,tt0167862"
nm0661416,Woodrow Parfrey,1922,1984,"actor,archive_footage","tt0066999,tt0075029,tt0070511,tt0063442"
nm0000052,Marcello Mastroianni,1924,1996,"actor,producer,miscellaneous","tt0053779,tt0056801,tt0076085,tt0058335"
nm0699147,Anna Prucnal,1940,\N,"actress,writer,music_department","tt0230218,tt0072235,tt0057512,tt0218485"
nm0825231,Bernice Stegers,1949,\N,"actress,archive_footage","tt0109831,tt0900387,tt1289403,tt6108178"
nm0798574,Jole Silvani,1910,1994,"actress,archive_footage","tt0044000,tt0210335,tt0043520,tt0094208"
nm0198767,Donatella Damiani,1955,\N,actress,"tt0089790,tt0080539,tt0082747,tt0084030"
nm0543188,Ettore Manni,1927,1979,"actor,archive_footage","tt0054851,tt0055377,tt0045255,tt0045614"
nm0052921,Fiammetta Baralla,1943,2013,actress,"tt0103303,tt0073406,tt0153511,tt0062902"
nm0131017,Hélène Calzarelli,\N,\N,actress,"tt0192458,tt0268795,tt0076852,tt0080539"
nm0140151,Catherine Carrel,\N,\N,actress,"tt0084135,tt0080539,tt0093902,tt0294748"
nm0223794,Marcello Di Falco,1943,2010,"actor,archive_footage","tt0071129,tt0064940,tt0069684,tt0072010"
